tenure,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,OnlineBackup_No internet service,TechSupport_No internet service,StreamingMovies_No internet service,DeviceProtection_No internet service,StreamingTV_No internet service,InternetService_No,OnlineSecurity_No internet service,TotalCharges,MonthlyCharges,PaperlessBilling,Churn
66,False,True,False,False,False,False,False,False,False,False,5965.95,90.05,1,0
33,True,False,False,False,False,False,False,False,False,False,3694.7,109.9,1,0
34,True,False,False,False,False,False,False,False,False,False,2524.45,73.95,1,1
33,False,False,True,False,False,False,False,False,False,False,1803.7,54.6,1,0
23,False,False,False,True,True,True,True,True,True,True,415.1,20.05,0,0
32,False,False,False,True,True,True,True,True,True,True,624.15,19.75,0,0
11,False,False,False,True,True,True,True,True,True,True,237.7,20.05,0,0
69,True,False,False,False,False,False,False,False,False,False,7007.6,99.45,1,1
68,False,False,False,False,False,False,False,False,False,False,3848.8,55.9,0,0
20,False,True,False,True,True,True,True,True,True,True,419.4,19.7,1,0
72,False,True,False,True,True,True,True,True,True,True,1468.75,19.8,1,0
60,True,False,False,False,False,False,False,False,False,False,5812.0,95.4,1,0
32,True,False,False,False,False,False,False,False,False,False,2861.45,93.95,1,0
1,False,False,False,True,True,True,True,True,True,True,19.9,19.9,1,1
1,False,False,False,True,True,True,True,True,True,True,19.6,19.6,1,1
3,True,False,True,False,False,False,False,False,False,False,233.7,81.35,1,1
46,False,False,False,True,True,True,True,True,True,True,1066.15,24.45,1,0
29,True,False,True,False,False,False,False,False,False,False,2149.05,74.95,1,0
51,True,False,True,False,False,False,False,False,False,False,4473.0,87.35,1,0
48,True,False,False,False,False,False,False,False,False,False,3545.05,70.65,1,0
16,True,False,False,False,False,False,False,False,False,False,1195.75,73.25,0,0
70,True,True,False,False,False,False,False,False,False,False,6858.9,98.7,1,0
40,False,True,False,True,True,True,True,True,True,True,1024.7,24.8,1,0
22,True,False,True,False,False,False,False,False,False,False,1845.9,83.3,0,1
1,True,False,False,False,False,False,False,False,False,False,75.3,75.3,1,1
5,False,False,False,True,True,True,True,True,True,True,132.25,24.3,1,0
7,True,False,False,False,False,False,False,False,False,False,515.45,69.85,1,0
29,True,False,False,False,False,False,False,False,False,False,2830.45,100.55,0,0
44,False,False,False,True,True,True,True,True,True,True,1110.5,25.7,0,0
10,False,False,False,False,False,False,False,False,False,False,449.3,40.7,0,0
55,False,False,False,False,False,False,False,False,False,False,2838.55,51.65,0,0
52,True,False,False,False,False,False,False,False,False,False,5376.4,105.1,1,0
10,True,False,True,False,False,False,False,False,False,False,858.6,85.95,0,0
18,True,False,False,False,False,False,False,False,False,False,1395.05,75.6,1,0
68,False,False,False,False,False,False,False,False,False,False,3975.7,58.25,0,0
61,False,False,False,True,True,True,True,True,True,True,1182.55,19.4,1,1
72,False,True,False,False,False,False,False,False,False,False,4784.45,65.2,1,0
2,False,False,True,False,False,False,False,False,False,False,119.5,53.45,0,0
12,False,False,False,False,False,False,False,False,False,False,518.9,45.4,1,1
41,False,True,True,True,True,True,True,True,True,True,899.45,19.75,1,0
26,False,False,False,False,False,False,False,False,False,False,1183.8,44.45,1,0
36,False,False,False,True,True,True,True,True,True,True,720.05,20.85,0,0
72,True,True,False,False,False,False,False,False,False,False,8468.2,114.05,1,0
35,True,False,False,False,False,False,False,False,False,False,3161.2,89.85,1,0
1,False,False,False,False,False,False,False,False,False,False,55.05,55.05,0,0
16,True,False,True,False,False,False,False,False,False,False,1882.55,112.95,1,0
49,True,False,False,False,False,False,False,False,False,False,5070.4,101.55,0,0
54,True,False,False,False,False,False,False,False,False,False,6049.5,114.65,1,0
18,False,False,True,False,False,False,False,False,False,False,1166.7,64.8,0,0
36,True,False,True,False,False,False,False,False,False,False,2937.65,80.4,0,0
60,True,False,True,False,False,False,False,False,False,False,6396.45,105.9,1,1
1,True,False,False,False,False,False,False,False,False,False,69.55,69.55,0,1
52,False,True,False,True,True,True,True,True,True,True,1270.25,25.05,1,0
8,True,False,True,False,False,False,False,False,False,False,759.55,94.75,1,0
72,True,True,False,False,False,False,False,False,False,False,7611.55,105.5,0,0
64,False,False,False,True,True,True,True,True,True,True,1642.75,24.7,0,0
22,False,False,False,False,False,False,False,False,False,False,1545.4,69.75,1,0
60,False,False,False,False,False,False,False,False,False,False,3582.4,60.2,1,0
28,True,False,True,False,False,False,False,False,False,False,2227.1,81.05,1,1
61,False,True,False,True,True,True,True,True,True,True,1417.9,24.4,0,0
24,True,False,True,False,False,False,False,False,False,False,2494.65,104.15,1,0
28,True,False,False,False,False,False,False,False,False,False,2768.35,92.9,0,0
30,False,True,False,False,False,False,False,False,False,False,2369.3,80.8,0,0
2,False,False,False,True,True,True,True,True,True,True,38.0,20.0,0,0
1,True,False,True,False,False,False,False,False,False,False,75.1,75.1,1,0
6,False,False,False,True,True,True,True,True,True,True,100.9,19.65,0,0
24,False,False,False,False,False,False,False,False,False,False,1614.05,69.45,1,0
4,True,False,True,False,False,False,False,False,False,False,385.9,101.15,0,1
7,True,False,True,False,False,False,False,False,False,False,673.25,99.8,1,1
72,True,True,False,False,False,False,False,False,False,False,8404.9,116.05,1,0
70,False,True,False,False,False,False,False,False,False,False,2799.75,40.05,1,0
64,True,True,True,False,False,False,False,False,False,False,6538.45,102.1,0,0
72,True,False,True,False,False,False,False,False,False,False,6588.95,89.7,1,0
44,False,True,False,True,True,True,True,True,True,True,868.1,19.9,0,0
13,False,False,True,False,False,False,False,False,False,False,734.35,55.95,0,1
17,False,False,False,True,True,True,True,True,True,True,330.6,20.65,0,0
1,False,False,True,False,False,False,False,False,False,False,55.0,55.0,1,1
9,False,False,False,False,False,False,False,False,False,False,564.4,70.05,1,0
24,False,False,False,False,False,False,False,False,False,False,1315.35,53.6,0,0
1,True,False,True,False,False,False,False,False,False,False,74.7,74.7,1,1
24,True,False,True,False,False,False,False,False,False,False,1861.5,80.25,1,1
35,False,False,True,False,False,False,False,False,False,False,2747.2,76.05,1,0
7,False,False,True,False,False,False,False,False,False,False,554.05,75.7,1,0
5,True,False,True,False,False,False,False,False,False,False,453.4,96.1,1,1
15,True,False,False,False,False,False,False,False,False,False,994.8,69.0,0,1
11,False,True,False,True,True,True,True,True,True,True,225.75,19.65,0,0
48,False,False,False,False,False,False,False,False,False,False,2145.0,45.3,1,1
20,True,False,True,False,False,False,False,False,False,False,1671.6,81.45,1,0
72,True,False,False,False,False,False,False,False,False,False,8003.8,108.5,1,0
8,True,False,True,False,False,False,False,False,False,False,680.05,83.55,1,1
72,True,True,False,False,False,False,False,False,False,False,6130.85,84.5,1,0
15,True,False,True,False,False,False,False,False,False,False,1415.0,100.15,1,0
72,False,True,False,False,False,False,False,False,False,False,6201.95,88.6,1,0
0,False,True,False,False,False,False,False,False,False,False,52.55,52.55,1,0
1,True,False,True,False,False,False,False,False,False,False,74.35,74.35,1,1
63,True,True,False,False,False,False,False,False,False,False,6597.25,104.8,1,0
2,False,False,True,False,False,False,False,False,False,False,114.15,59.0,1,0
2,True,False,True,False,False,False,False,False,False,False,139.4,74.4,1,1
61,False,False,False,False,False,False,False,False,False,False,3902.6,64.05,0,0
1,False,False,False,True,True,True,True,True,True,True,20.4,20.4,0,0
22,False,False,False,False,False,False,False,False,False,False,903.6,43.75,1,1
28,False,False,False,False,False,False,False,False,False,False,1785.65,60.9,0,0
70,False,True,False,True,True,True,True,True,True,True,1397.65,19.8,0,0
5,False,False,True,False,False,False,False,False,False,False,131.05,28.45,0,1
12,True,False,False,False,False,False,False,False,False,False,1238.45,99.7,1,1
34,True,False,False,False,False,False,False,False,False,False,3899.05,116.25,0,0
71,True,True,False,False,False,False,False,False,False,False,5676.0,80.7,1,0
70,False,False,False,False,False,False,False,False,False,False,4543.15,65.2,0,0
52,True,False,False,False,False,False,False,False,False,False,4326.8,84.05,1,0
69,False,True,False,False,False,False,False,False,False,False,5502.55,79.45,1,0
20,True,False,True,False,False,False,False,False,False,False,1782.4,94.1,1,1
11,True,False,False,False,False,False,False,False,False,False,851.8,78.0,1,0
2,True,False,True,False,False,False,False,False,False,False,167.5,94.2,1,1
6,True,False,True,False,False,False,False,False,False,False,502.85,80.5,1,1
1,False,False,False,True,True,True,True,True,True,True,19.85,19.85,0,0
20,True,False,False,False,False,False,False,False,False,False,1818.3,94.3,0,0
61,True,False,True,False,False,False,False,False,False,False,6300.15,106.45,1,0
5,True,False,True,False,False,False,False,False,False,False,334.8,74.35,1,1
56,True,False,False,False,False,False,False,False,False,False,5916.95,105.45,1,0
30,True,False,False,False,False,False,False,False,False,False,2852.4,95.0,1,0
40,True,False,False,False,False,False,False,False,False,False,4131.95,104.8,0,1
28,False,False,False,False,False,False,False,False,False,False,1546.3,54.3,0,0
5,True,False,True,False,False,False,False,False,False,False,302.6,70.05,0,0
27,True,False,False,False,False,False,False,False,False,False,1929.35,75.2,1,1
12,False,False,False,True,True,True,True,True,True,True,265.45,20.05,0,0
67,True,False,True,False,False,False,False,False,False,False,6989.45,105.4,1,0
29,False,False,True,False,False,False,False,False,False,False,1442.0,51.6,1,0
55,True,False,False,False,False,False,False,False,False,False,4713.4,85.5,0,0
23,True,False,False,False,False,False,False,False,False,False,1758.6,75.6,0,1
34,True,False,True,False,False,False,False,False,False,False,3480.0,100.05,1,1
52,True,False,True,False,False,False,False,False,False,False,4738.3,91.25,0,0
72,True,True,False,False,False,False,False,False,False,False,8399.15,115.75,1,0
58,True,False,False,False,False,False,False,False,False,False,5430.35,94.7,1,0
35,False,True,False,True,True,True,True,True,True,True,686.95,19.6,0,0
56,True,True,False,False,False,False,False,False,False,False,5706.3,99.9,1,0
24,False,True,False,True,True,True,True,True,True,True,490.65,21.1,1,0
70,False,True,False,True,True,True,True,True,True,True,1360.25,20.05,0,0
2,True,False,True,False,False,False,False,False,False,False,174.45,79.95,1,0
68,True,False,False,False,False,False,False,False,False,False,7379.8,107.15,1,0
1,True,False,True,False,False,False,False,False,False,False,85.0,85.0,1,1
12,True,False,True,False,False,False,False,False,False,False,1021.75,89.55,1,0
63,True,False,False,False,False,False,False,False,False,False,5029.05,81.55,1,0
33,False,False,False,False,False,False,False,False,False,False,1955.4,58.45,1,0
69,True,False,False,False,False,False,False,False,False,False,6744.2,95.65,1,0
60,False,True,False,False,False,False,False,False,False,False,4946.7,80.6,1,0
72,True,True,False,False,False,False,False,False,False,False,8248.5,113.1,1,0
11,False,False,False,False,False,False,False,False,False,False,601.6,58.95,1,0
1,False,False,False,True,True,True,True,True,True,True,19.55,19.55,0,0
10,True,False,False,False,False,False,False,False,False,False,834.1,86.05,1,1
13,False,False,False,False,False,False,False,False,False,False,597.0,45.55,1,1
34,True,False,False,False,False,False,False,False,False,False,2647.2,78.95,1,0
39,True,False,False,False,False,False,False,False,False,False,3266.0,86.3,1,1
65,True,False,False,False,False,False,False,False,False,False,6744.25,105.05,1,0
50,True,False,False,False,False,False,False,False,False,False,5265.5,101.9,1,0
15,False,False,False,True,True,True,True,True,True,True,311.6,19.75,0,0
72,True,True,False,False,False,False,False,False,False,False,7966.9,110.3,1,0
72,True,True,False,False,False,False,False,False,False,False,8220.4,115.6,1,0
55,False,True,False,True,True,True,True,True,True,True,1153.25,19.35,0,0
23,False,True,False,True,True,True,True,True,True,True,514.75,25.6,1,0
32,True,False,False,False,False,False,False,False,False,False,2596.15,80.35,1,1
56,False,False,False,False,False,False,False,False,False,False,3808.0,68.75,1,0
1,False,False,False,True,True,True,True,True,True,True,19.9,19.9,0,0
38,False,False,False,False,False,False,False,False,False,False,2708.2,70.6,0,0
11,True,False,True,False,False,False,False,False,False,False,760.05,70.2,0,0
1,False,False,True,False,False,False,False,False,False,False,49.3,49.3,1,0
56,True,False,True,False,False,False,False,False,False,False,6033.3,107.25,1,0
3,False,False,False,True,True,True,True,True,True,True,89.05,23.6,1,0
7,False,False,False,False,False,False,False,False,False,False,516.15,69.7,0,0
59,True,True,False,False,False,False,False,False,False,False,5861.75,99.5,1,0
7,False,False,False,False,False,False,False,False,False,False,445.95,64.3,0,0
71,False,True,False,False,False,False,False,False,False,False,4973.4,70.85,1,0
15,True,False,True,False,False,False,False,False,False,False,1667.25,101.9,0,0
71,False,True,False,False,False,False,False,False,False,False,5357.75,73.5,0,0
35,True,False,True,False,False,False,False,False,False,False,3527.6,100.25,1,1
11,False,False,False,False,False,False,False,False,False,False,422.6,40.4,1,0
60,False,True,False,True,True,True,True,True,True,True,1103.25,19.25,1,0
47,False,True,False,False,False,False,False,False,False,False,2754.0,59.6,0,0
11,False,False,False,False,False,False,False,False,False,False,697.25,64.9,0,0
56,True,False,False,False,False,False,False,False,False,False,5614.45,100.3,0,1
28,True,False,True,False,False,False,False,False,False,False,3204.4,110.85,1,0
61,False,True,False,False,False,False,False,False,False,False,4747.65,81.05,1,0
31,True,False,False,False,False,False,False,False,False,False,3082.1,98.05,0,0
9,True,False,True,False,False,False,False,False,False,False,597.9,70.5,1,0
35,True,False,True,False,False,False,False,False,False,False,3365.4,94.55,1,0
2,False,False,False,True,True,True,True,True,True,True,38.8,19.65,1,0
